Car,0,-250.000000,964.000000,41,3
Car,0,800.000000,499.000000,42,2
Car,0,-250.000000,219.000000,41,5
Car,0,799.070007,186.000000,42,1
Car,0,-250.000000,355.000000,41,4
Car,1,-250.000000,651.000000,41,3
Car,2,-246.149994,964.000000,41,3
Car,1,-250.000000,532.000000,41,4
Car,3,-250.000000,873.000000,41,3
Car,1,800.000000,315.000000,42,2
Car,4,-250.000000,883.000000,41,3
Car,1,-250.000000,344.000000,41,5
Car,5,-250.000000,649.000000,41,3
Car,2,-250.000000,474.000000,41,4
Car,6,-250.000000,607.000000,41,3
Car,7,-250.000000,913.000000,41,3
Car,8,-250.000000,469.000000,41,3
Car,2,800.000000,532.000000,42,2
Car,3,-250.000000,527.000000,41,4
Car,1,800.000000,308.000000,42,1
Car,2,-248.134995,219.000000,41,5
Car,9,-250.000000,951.000000,41,3
Car,10,-250.000000,476.000000,41,3
Car,4,-250.000000,491.000000,41,4
Car,11,-250.000000,866.000000,41,3
Car,3,800.000000,625.000000,42,2
Car,12,-250.000000,817.000000,41,3
Car,3,-250.000000,297.000000,41,5
Car,13,-250.000000,892.000000,41,3
Car,5,-250.000000,582.000000,41,4
Car,14,-250.000000,988.000000,41,3
Car,2,800.000000,346.000000,42,1
Car,4,800.000000,585.000000,42,2
Car,15,-250.000000,564.000000,41,3
Car,16,-250.000000,453.000000,41,3
Car,6,-250.000000,573.000000,41,4
Car,17,-250.000000,968.000000,41,3
Car,4,-250.000000,404.000000,41,5
Car,18,-250.000000,678.000000,41,3
Car,5,800.000000,382.000000,42,2
Car,7,-250.000000,701.000000,41,4
Car,19,-250.000000,819.000000,41,3
Car,3,800.000000,341.000000,42,1
Car,20,-250.000000,479.000000,41,3
Car,21,-250.000000,862.000000,41,3
Car,8,-247.585007,355.000000,41,4
Car,5,-250.000000,321.000000,41,5
Car,22,-250.000000,945.000000,41,3
Car,6,800.000000,493.000000,42,2
Car,23,-250.000000,607.000000,41,3
Car,24,-250.000000,907.000000,41,3
Car,9,-250.000000,558.000000,41,4
Car,25,-250.000000,1001.000000,41,3
Car,7,800.000000,727.000000,42,2
Car,4,800.000000,170.000000,42,1
Car,6,-250.000000,445.000000,41,5
Car,26,-246.880005,964.000000,41,3
Car,10,-250.000000,400.000000,41,4
Car,27,-250.000000,983.000000,41,3
Car,28,-245.050003,964.000000,41,3
Car,8,800.000000,560.000000,42,2
Car,29,-250.000000,613.000000,41,3
Car,11,-250.000000,725.000000,41,4
Car,30,-247.130005,964.000000,41,3
Car,7,-250.000000,342.000000,41,5
Car,31,-250.000000,509.000000,41,3
Car,9,800.000000,474.000000,42,2
Car,12,-250.000000,530.000000,41,4
Car,32,-250.000000,915.000000,41,3
Car,33,-250.000000,498.000000,41,3
Car,34,-250.000000,1036.000000,41,3
Car,8,-248.945007,219.000000,41,5
Car,5,800.000000,362.000000,42,1
Car,13,-250.000000,670.000000,41,4
Car,35,-250.000000,650.000000,41,3
Car,10,800.000000,417.000000,42,2
Car,36,-250.000000,873.000000,41,3
Car,37,-250.000000,961.000000,41,3
Car,14,-250.000000,709.000000,41,4
Car,38,-250.000000,583.000000,41,3
Car,9,-250.000000,355.000000,41,5
Car,11,800.000000,312.000000,42,2
Car,39,-250.000000,576.000000,41,3
Car,15,-250.000000,478.000000,41,4
Car,40,-250.000000,654.000000,41,3
Car,6,800.000000,214.000000,42,1
Car,41,-250.000000,552.000000,41,3
Car,42,-250.000000,524.000000,41,3
Car,16,-250.000000,605.000000,41,4
Car,43,-250.000000,941.000000,41,3
Car,10,-250.000000,441.000000,41,5
Car,12,800.000000,479.000000,42,2
Car,44,-250.000000,493.000000,41,3
Car,45,-250.000000,538.000000,41,3
Car,17,-250.000000,724.000000,41,4
Car,46,-250.000000,541.000000,41,3
Car,47,-250.000000,525.000000,41,3
Car,13,800.000000,380.000000,42,2
Car,11,-250.000000,197.000000,41,5
Car,18,-250.000000,324.000000,41,4
Car,48,-250.000000,753.000000,41,3
Car,7,800.000000,381.000000,42,1
Car,49,-250.000000,527.000000,41,3
Car,50,-250.000000,599.000000,41,3
Car,19,-250.000000,698.000000,41,4
Car,51,-250.000000,458.000000,41,3
Car,14,800.000000,505.000000,42,2
Car,12,-250.000000,198.000000,41,5
Car,52,-250.000000,973.000000,41,3
Car,53,-250.000000,976.000000,41,3
Car,20,-250.000000,738.000000,41,4
Car,8,797.974976,405.000000,42,1
Car,54,-250.000000,473.000000,41,3
Car,15,800.000000,650.000000,42,2
Car,55,-250.000000,468.000000,41,3
Car,21,-250.000000,582.000000,41,4
Car,56,-250.000000,514.000000,41,3
Car,13,-250.000000,259.000000,41,5
Car,57,-250.000000,953.000000,41,3
Car,16,800.000000,700.000000,42,2
