87,2061
87,161
87,156
87,151
87,144
87,122
87,162
87,147
87,145
68,326
65,183
83,137
83,161
65,198
65,157
87,149
87,158
87,155
87,151
83,326
83,133
83,145
68,203
68,153
65,195
65,156
65,153
87,158
87,151
87,150
68,273
83,193
83,163
83,150
83,138
83,214
87,265
87,171
87,155
87,760
87,144
83,651
87,195
