Car,0,-100.000000,414.000000,11,2
Car,0,800.000000,530.000000,12,3
Car,0,-100.000000,232.000000,11,1
Car,0,800.000000,208.000000,12,5
Car,0,800.000000,634.000000,12,4
Car,1,800.000000,331.000000,12,4
Car,1,-100.000000,663.000000,11,2
Car,1,800.000000,935.000000,12,3
Car,1,-100.000000,342.000000,11,1
Car,2,-100.000000,496.000000,11,2
Car,2,800.000000,642.000000,12,3
Car,2,800.000000,371.000000,12,4
Car,1,800.000000,400.000000,12,5
Car,3,-100.000000,532.000000,11,2
Car,3,800.000000,547.000000,12,3
Car,2,-100.000000,186.000000,11,1
Car,4,-100.000000,401.000000,11,2
Car,4,800.000000,687.000000,12,3
Car,3,800.000000,644.000000,12,4
Car,5,-100.000000,687.000000,11,2
Car,5,800.000000,769.000000,12,3
Car,2,800.000000,217.000000,12,5
Car,3,-100.000000,344.000000,11,1
Car,6,-100.000000,539.000000,11,2
Car,4,800.000000,652.000000,12,4
Car,6,800.000000,994.000000,12,3
Car,7,-100.000000,581.000000,11,2
Car,4,-100.000000,411.000000,11,1
Car,7,800.000000,453.000000,12,3
Car,5,800.000000,650.000000,12,4
Car,8,-100.000000,376.000000,11,2
Car,3,800.000000,363.000000,12,5
Car,8,800.000000,615.000000,12,3
Car,5,-100.000000,210.000000,11,1
Car,9,-100.000000,415.000000,11,2
Car,6,800.000000,604.000000,12,4
Car,9,800.000000,670.000000,12,3
Car,10,-100.000000,460.000000,11,2
Car,6,-100.000000,267.000000,11,1
Car,4,799.109985,178.000000,12,5
Car,10,800.000000,458.000000,12,3
Car,11,-100.000000,394.000000,11,2
Car,7,800.000000,470.000000,12,4
Car,12,-100.000000,696.000000,11,2
Car,11,800.000000,858.000000,12,3
Car,7,-100.000000,261.000000,11,1
Car,8,800.000000,628.000000,12,4
Car,13,-100.000000,621.000000,11,2
Car,12,800.000000,477.000000,12,3
Car,5,800.000000,249.000000,12,5
Car,14,-100.000000,457.000000,11,2
Car,8,-100.000000,226.000000,11,1
Car,9,800.000000,492.000000,12,4
Car,13,800.000000,931.000000,12,3
Car,15,-100.000000,692.000000,11,2
Car,14,800.000000,540.000000,12,3
Car,9,-100.000000,253.000000,11,1
Car,16,-100.000000,380.000000,11,2
Car,10,800.000000,343.000000,12,4
Car,15,800.000000,825.000000,12,3
Car,17,-100.000000,315.000000,11,2
Car,6,800.000000,309.000000,12,5
Car,10,-100.000000,345.000000,11,1
Car,11,800.000000,422.000000,12,4
Car,18,-100.000000,431.000000,11,2
Car,16,800.000000,909.000000,12,3
Car,19,-100.000000,402.000000,11,2
Car,12,800.000000,658.000000,12,4
Car,17,800.000000,493.000000,12,3
Car,11,-100.000000,219.000000,11,1
Car,20,-100.000000,582.000000,11,2
Car,7,800.000000,241.000000,12,5
Car,18,800.000000,924.000000,12,3
Car,21,-92.114998,414.000000,11,2
Car,13,800.000000,614.000000,12,4
Car,12,-100.000000,325.000000,11,1
Car,19,800.000000,661.000000,12,3
Car,22,-100.000000,507.000000,11,2
Car,14,800.000000,426.000000,12,4
Car,23,-100.000000,668.000000,11,2
Car,13,-100.000000,410.000000,11,1
Car,20,800.000000,764.000000,12,3
Car,8,800.000000,377.000000,12,5
Car,24,-100.000000,730.000000,11,2
Car,21,800.000000,845.000000,12,3
Car,15,800.000000,442.000000,12,4
Car,14,-100.000000,233.000000,11,1
Car,25,-100.000000,507.000000,11,2
Car,22,800.000000,761.000000,12,3
Car,26,-100.000000,471.000000,11,2
Car,16,798.059998,388.000000,12,4
Car,9,800.000000,176.000000,12,5
Car,15,-100.000000,199.000000,11,1
Car,23,800.000000,654.000000,12,3
Car,27,-100.000000,359.000000,11,2
Car,17,800.000000,300.000000,12,4
Car,24,800.000000,608.000000,12,3
Car,28,-100.000000,666.000000,11,2
Car,16,-100.000000,276.000000,11,1
Car,29,-100.000000,361.000000,11,2
Car,25,800.000000,466.000000,12,3
Car,10,800.000000,280.000000,12,5
Car,18,800.000000,682.000000,12,4
Car,30,-100.000000,689.000000,11,2
Car,17,-100.000000,421.000000,11,1
Car,26,800.000000,464.000000,12,3
Car,31,-100.000000,459.000000,11,2
Car,27,800.000000,736.000000,12,3
Car,19,800.000000,674.000000,12,4
Car,18,-100.000000,193.000000,11,1
Car,32,-100.000000,664.000000,11,2
Car,28,800.000000,459.000000,12,3
Car,33,-100.000000,408.000000,11,2
Car,11,800.000000,150.000000,12,5
Car,20,800.000000,339.000000,12,4
Car,19,-100.000000,298.000000,11,1
Car,34,-100.000000,666.000000,11,2
Car,29,800.000000,496.000000,12,3
Car,35,-100.000000,619.000000,11,2
Car,30,800.000000,947.000000,12,3
Car,20,-100.000000,342.000000,11,1
Car,21,800.000000,590.000000,12,4
Car,36,-100.000000,314.000000,11,2
Car,31,800.000000,809.000000,12,3
