Car,0,800.000000,244.000000,42,1
Car,0,-250.000000,680.000000,41,3
Car,0,-250.000000,178.000000,41,5
Car,0,800.000000,603.000000,42,2
Car,0,-250.000000,462.000000,41,4
Car,1,-250.000000,810.000000,41,3
Car,1,-250.000000,636.000000,41,4
Car,1,800.000000,442.000000,42,2
Car,2,-250.000000,762.000000,41,3
Car,2,-250.000000,487.000000,41,4
Car,3,-250.000000,909.000000,41,3
Car,1,-250.000000,302.000000,41,5
Car,4,-250.000000,957.000000,41,3
Car,2,800.000000,431.000000,42,2
Car,3,-250.000000,543.000000,41,4
Car,1,800.000000,401.000000,42,1
Car,5,-250.000000,963.000000,41,3
