Car,0,-100.000000,584.000000,A-1,5
Car,0,800.000000,706.000000,B-2,3
Car,0,800.000000,566.000000,A-2,2
Car,0,-100.000000,427.000000,B-1,4
Car,0,-100.000000,339.000000,A-1,6
Car,0,800.000000,347.000000,B-2,1
Car,1,800.000000,467.000000,A-2,2
Car,1,-100.000000,710.000000,A-1,4
Car,1,-100.000000,292.000000,A-1,6
Car,2,-100.000000,645.000000,A-1,4
Car,1,-100.000000,449.000000,B-1,5
Car,1,800.000000,769.000000,B-2,3
Car,2,800.000000,406.000000,B-2,2
Car,3,-100.000000,762.000000,A-1,4
Car,2,800.000000,402.000000,B-2,3
Car,1,800.000000,338.000000,B-2,1
Car,2,-100.000000,235.000000,A-1,6
Car,4,-100.000000,409.000000,B-1,4
Car,3,800.000000,466.000000,B-2,2
Car,3,800.000000,561.000000,B-2,3
