Car,1,-200.101212,365.000000,B-2,1
Car,2,-200.677948,372.000000,B-2,1
Car,12,304.749268,283.000000,B-2,1
Car,1,-201.158661,324.000000,B-2,2
Car,10,401.750000,675.000000,B-2,3
Car,11,755.359802,496.000000,A-2,3
Car,1,900.638611,424.000000,B-1,4
Car,2,903.860352,594.000000,A-1,4
Car,13,223.199890,404.000000,B-1,4
Car,1,901.466736,369.000000,A-1,5
Car,10,891.761169,308.000000,B-1,5
Car,11,345.899567,343.000000,A-1,5
