Car,0,-250.000000,172.000000,41,1
Car,0,-250.000000,648.000000,41,2
Car,0,800.000000,690.000000,42,3
Car,0,800.000000,343.000000,42,4
Car,0,800.000000,376.000000,42,5
Car,1,-250.000000,361.000000,41,2
Car,1,800.000000,470.000000,42,3
Car,2,-250.000000,365.000000,41,2
Car,1,800.000000,307.000000,42,5
Car,3,-250.000000,648.000000,41,2
Car,1,800.000000,689.000000,42,4
Car,1,-250.000000,193.000000,41,1
Car,2,800.000000,691.000000,42,3
Car,4,-250.000000,678.000000,41,2
Car,5,-250.000000,733.000000,41,2
Car,2,800.000000,467.000000,42,4
Car,3,800.000000,733.000000,42,3
Car,6,-250.000000,451.000000,41,2
Car,2,800.000000,417.000000,42,5
Car,4,800.000000,966.000000,42,3
Car,7,-250.000000,362.000000,41,2
Car,2,-250.000000,270.000000,41,1
Car,3,800.000000,680.000000,42,4
Car,8,-250.000000,474.000000,41,2
Car,5,800.000000,791.000000,42,3
Car,3,800.000000,297.000000,42,5
Car,9,-250.000000,561.000000,41,2
Car,4,797.065002,587.000000,42,4
Car,10,-250.000000,411.000000,41,2
Car,6,800.000000,553.000000,42,3
Car,11,-250.000000,729.000000,41,2
Car,3,-248.115005,377.000000,41,1
Car,5,800.000000,450.000000,42,4
Car,12,-250.000000,450.000000,41,2
Car,7,800.000000,932.000000,42,3
Car,4,798.929993,214.000000,42,5
Car,13,-250.000000,322.000000,41,2
Car,8,800.000000,560.000000,42,3
Car,14,-250.000000,425.000000,41,2
Car,6,800.000000,380.000000,42,4
Car,4,-250.000000,440.000000,41,1
Car,15,-250.000000,500.000000,41,2
Car,9,800.000000,1002.000000,42,3
Car,16,-250.000000,503.000000,41,2
Car,10,800.000000,662.000000,42,3
Car,7,800.000000,478.000000,42,4
Car,17,-250.000000,503.000000,41,2
Car,5,800.000000,306.000000,42,5
Car,18,-250.000000,370.000000,41,2
Car,11,800.000000,890.000000,42,3
Car,5,-250.000000,284.000000,41,1
Car,19,-250.000000,579.000000,41,2
Car,8,800.000000,642.000000,42,4
Car,12,800.000000,1001.000000,42,3
Car,20,-250.000000,646.000000,41,2
Car,13,800.000000,1041.000000,42,3
Car,21,-250.000000,563.000000,41,2
Car,9,800.000000,568.000000,42,4
Car,6,800.000000,403.000000,42,5
Car,14,800.000000,779.000000,42,3
Car,22,-250.000000,664.000000,41,2
Car,6,-250.000000,268.000000,41,1
Car,10,800.000000,518.000000,42,4
Car,15,800.000000,1004.000000,42,3
Car,23,-250.000000,505.000000,41,2
Car,24,-246.699997,648.000000,41,2
Car,16,796.020020,796.000000,42,3
Car,7,800.000000,218.000000,42,5
Car,11,800.000000,340.000000,42,4
Car,25,-250.000000,436.000000,41,2
Car,17,800.000000,551.000000,42,3
Car,7,-250.000000,404.000000,41,1
Car,26,-250.000000,490.000000,41,2
Car,27,-250.000000,580.000000,41,2
Car,18,796.369995,726.000000,42,3
Car,28,-247.955002,648.000000,41,2
Car,12,800.000000,631.000000,42,4
Car,19,800.000000,760.000000,42,3
Car,29,-250.000000,341.000000,41,2
Car,8,-250.000000,323.000000,41,1
Car,8,800.000000,303.000000,42,5
Car,30,-250.000000,403.000000,41,2
Car,20,800.000000,1025.000000,42,3
Car,13,800.000000,536.000000,42,4
Car,31,-250.000000,587.000000,41,2
Car,21,800.000000,496.000000,42,3
Car,32,-250.000000,393.000000,41,2
Car,14,800.000000,540.000000,42,4
Car,33,-250.000000,593.000000,41,2
Car,9,-250.000000,160.000000,41,1
Car,9,800.000000,315.000000,42,5
Car,22,800.000000,913.000000,42,3
Car,34,-250.000000,441.000000,41,2
Car,15,800.000000,589.000000,42,4
Car,35,-250.000000,576.000000,41,2
Car,23,800.000000,526.000000,42,3
Car,36,-250.000000,303.000000,41,2
Car,10,800.000000,248.000000,42,5
Car,10,-250.000000,288.000000,41,1
Car,37,-250.000000,519.000000,41,2
Car,16,800.000000,386.000000,42,4
Car,24,800.000000,814.000000,42,3
Car,38,-250.000000,622.000000,41,2
Car,25,800.000000,806.000000,42,3
Car,39,-250.000000,677.000000,41,2
Car,17,800.000000,631.000000,42,4
Car,40,-250.000000,463.000000,41,2
Car,26,796.895020,621.000000,42,3
Car,11,-250.000000,247.000000,41,1
Car,11,800.000000,395.000000,42,5
Car,41,-246.505005,648.000000,41,2
Car,27,800.000000,470.000000,42,3
Car,18,800.000000,398.000000,42,4
Car,42,-250.000000,360.000000,41,2
Car,43,-246.934998,613.000000,41,2
Car,44,-250.000000,355.000000,41,2
Car,12,800.000000,168.000000,42,5
Car,28,795.025024,995.000000,42,3
Car,12,-250.000000,258.000000,41,1
Car,19,800.000000,608.000000,42,4
Car,45,-250.000000,391.000000,41,2
Car,29,800.000000,842.000000,42,3
Car,46,-250.000000,376.000000,41,2
Car,20,800.000000,497.000000,42,4
Car,47,-250.000000,612.000000,41,2
Car,30,800.000000,538.000000,42,3
Car,13,-250.000000,167.000000,41,1
Car,48,-250.000000,530.000000,41,2
Car,21,800.000000,657.000000,42,4
Car,49,-250.000000,729.000000,41,2
