Car,0,800.000000,76.000000,12,1
Car,0,-250.000000,249.000000,41,3
Car,0,-250.000000,181.000000,41,4
Car,0,800.000000,204.000000,32,2
Car,1,-250.000000,219.000000,41,3
Car,0,-250.000000,107.000000,41,5
Car,1,800.000000,143.000000,12,2
Car,2,-100.000000,159.000000,21,3
Car,1,-100.000000,122.000000,21,4
Car,1,-250.000000,60.000000,31,5
Car,3,-239.979996,334.000000,31,3
Car,2,800.000000,202.000000,42,2
Car,2,-250.000000,229.000000,31,4
Car,1,800.000000,128.000000,12,1
Car,4,-250.000000,286.000000,41,3
Car,3,-100.000000,186.000000,21,4
Car,2,800.000000,92.000000,32,1
Car,5,-250.000000,235.000000,31,3
Car,2,-100.000000,71.000000,11,5
Car,3,800.000000,173.000000,42,2
Car,4,-250.000000,222.000000,31,4
